project_id,project_name,methodologyorprotocol,fully_harmonized_methodologyorprotocol,region,voluntary_registry,type_from_registry,project_developer,arborwa_project,type,rule-based_type_mapping_first
ACR499,Anew - Kootznoowoo Native Community Forestry Project,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands, ,ACR,Forest Carbon,Blue Source,No,Improved Forest Management,Improved Forest Management
CAR1535,P. P. La Pinzión,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,Bioforestal Innovación Sustentable S.C.,No,Improved Forest Management,Improved Forest Management
VCS3948,Danjingshan Adjusted Water Management in Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Sichuan Huixiang Ecological Agriculture Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
VCS1951,HUANENG CHANGTU TAIPING WIND FARM PROJECT,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,VCS,Energy industries (renewable/non-renewable sources),"Huaneng Changtu Wind Power Co., Ltd.",No,Wind,Wind
GS1316,ERH – Biogas recovery heat and electricity generation from effluents ponds in Honduras,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,Biogas - Cogeneration,Energia Renovable Hondupalma (ERH),No,Methane Recovery in Wastewater, 
GS5800,Heavy Duty Institutional Cook Stoves for Uganda,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Public Sector,Virunga Engineering Works,No,Cookstoves, 
ACR741,Green Diamond Resource Company Thompson River IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,277,Compliance,Improved Forest Management, 
VCS3602,Udzungwa Corridor Reforestation,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Africa,VCS,Agriculture Forestry and Other Land Use,Udzungwa Corridor Limited,No,Afforestation/Reforestation,Afforestation/Reforestation
GS12256,Improved Cookstove and Safe Water Programme – Kenya - VPA 54,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,Impact Carbon,No,Clean Water,Clean Water
GS10710,Promotion of clean cooking solutions in rural India by Infosys – VPA 1,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Biogas - Electricity,Infosys,No,Biodigesters, 
VCS672,"INFAPRO Rehabilitation of logged-over dipterocarp forest in Sabah, Malaysia",VM0005,VM0005 Methodology for Conversion of Low-Productive Forest to High-Productive Forest,Oceania,VCS,Agriculture Forestry and Other Land Use,Face the Future,No,Improved Forest Management,Improved Forest Management
GS5189,GS1247 VPA 75 Lango Safe Water Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
VCS119,Changtan Hydro Power Project in Guizhou Province,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Sinan Tengyuan Shuanghe Electric Power Co. Ltd.,No,Hydropower,Hydropower
GS11548,SUVIDHA’s Decentralized Energy Interventions for Rural Communities in India VPA – 2 (Assam),GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Biogas - Heat,Society for the Upliftment of Villagers and Development of Himalayan Areas (SUVIDHA),No,Bundled Energy Efficiency, 
CAR1169,TMF Biofuels Dairy Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,CAR,Livestock - ARB Compliance,"TMF Biofuels, LLC",Compliance,Manure Methane Digester,Manure Methane Digester
VCS2049,Huaneng Daqing Aobao Wind Farm Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),"Daqing Lvyuan Wind Power Co., Ltd.",No,Wind,Wind
VCS864,"AMA08-W-23, METHANE RECOVERY IN WASTEWATER TREATMENT SARAWAK, MALAYSIA",AMS-III.H.,AMS-III.H. Methane recovery in wastewater treatment,Asia,VCS,Waste handling and disposal,AES AgriVerde Ltd.,No,Methane Recovery in Wastewater,Methane Recovery in Wastewater
GS12512,GS10789 GS 10791 RVPA-24: Efficient and Clean Cooking for households in Kenya,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Burn Manufacturing Co.,No,Cookstoves, 
CAR1177,"Pixley Biogas, LLC",ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,CAR,Livestock - ARB Compliance,"Pixley Biogas, LLC",Compliance,Manure Methane Digester,Manure Methane Digester
VCS3820,"Distribution of Improved Cookstove in Quang Nam Province, Vietnam",VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,Green Impact Limited Company,No,Cookstoves, 
VCS206,"Emschermulde 1, Utilization of Coal-Mine-Methane", , , ,VCS,Mining/mineral production,Carbon-TF B.V.,No,Mine Methane Capture,Mine Methane Capture
GS4289,Orb Energy Solar Program in India (PoA),AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,Solar Thermal - Electricity,Orb Energy Private Limited,No,Solar - Distributed, 
VCS294,Jiangsu Rudong Lingyang Wind Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),"Jiangsu Longyuan Wind Power Co., Ltd.",No,Wind,Wind
GS11472,Improved Cookstoves Programme in Nepal by Renewable World- VPA-001,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Renewable World,No,Cookstoves,Cookstoves
CAR1244,DPC Domestic ODS Destruction Project #26,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
GS11252,Renewable Power Generation on Mafia Island,AMS-I.F.,AMS-I.F. Renewable electricity generation for captive use and mini-grid, ,GOLD,Biogas - Electricity,atmosfair gGmbH,No,Biomass, 
VCS3524,Global Cookstove Program (Phase 52),VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,EKI Energy Services Limited,No,Cookstoves, 
VCS88,Sanchawan 32MW Hydro Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),"Guizhou Anshun Sanchawan Hydropower Co., Ltd.",No,Hydropower,Hydropower
VCS2339,"TIST Program in Uganda, VCS-CCB 010",AR-AMS0007,AR-AMS0007 Afforestation and reforestation project activities implemented on lands other than wetlands,Africa,VCS,Agriculture Forestry and Other Land Use,Clean Air Action Corporation,No,Afforestation/Reforestation,Afforestation/Reforestation
GS11199,CPA 054 – Charcoal Stoves in Kenya,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Erik Wurster,No,Cookstoves, 
CAR457,Charleston Landfill Gas Utilization Project,CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,Charleston Clean Energy LLC,No,Landfill Methane,Landfill Methane
VCS4182,Guantao Qingfeng Biological Manure Management Greenhouse Gas Emission Reduction Project,AMS-III.D.;AMS-III.F.,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,Asia,VCS,"Livestock, enteric fermentation, and manure management; Waste handling and disposal","Guantao County Qingfeng Biotechnology Co.,Ltd.",No,Manure Methane Digester, 
GS689,Zhaoyang rural household biogas tank program,GS Baseline and Monitoring Methodology Biodigester,GS methodology For Animal Waste Managment And Biogas Application, ,GOLD,Biogas - Heat,Initiative Developpement,No,Biodigesters, 
GS12074,Safe Water & Cookstove Program for South Asia ,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Offset Financial Holdings LLC,No,Bundled Energy Efficiency, 
VCS3886,Hubei Badong IFM (conversion of logged to protected forest) Project,VM0010,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Asia,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Improved Forest Management,Improved Forest Management
VCS4603,BATIKIPAS BIOGAS PLANT,ACM0014,ACM0014 Treatment of wastewater,Europe,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Batıkipaş Kağıt San. Ve Tic. A.Ş.,No,Methane Recovery in Wastewater,Methane Recovery in Wastewater
ACR694,Oaktown Fuel 1 Mine Methane Incineration Project,ARB Compliance Offset Protocol: Mine Methane Capture Projects,ARB Compliance Offset Protocol: Mine Methane Capture Projects, ,ACR,Coal Mine Methane,Keyrock Energy LLC,Compliance,Mine Methane Capture,Mine Methane Capture
VCS3080,"Integrated solid waste Management project by CITADEL at Singrauli, M.P, India",AMS-III.E.;AMS-III.F.,"AMS-III.E. Avoidance of methane production from decay of biomass through controlled combustion, gasification or mechanical/ thermal treatment;AMS-III.F. Avoidance of methane emissions through composting",Asia,VCS,Waste handling and disposal,M/S Citadel ISWM Project Singrauli Pvt Limited,No,Waste Diversion, 
VCS4580,Myanmar Kindar Solar Power Plant Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Solar - Centralized, 
CAR1141,Van Eck Forest,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management - ARB Compliance,Fred M Van Eck Forest Foundation for Purdue University,Compliance,Improved Forest Management,Improved Forest Management
CAR496,Recology Hay Road LFG,CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,Recology Hay Road,No,Landfill Methane,Landfill Methane
VCS4286,Motor Verde+Floresta Forestry Carbon Project. Portugal Central Region I,VM0047,"VM0047 Afforestation, Reforestation, and Revegetation",Europe,VCS,Agriculture Forestry and Other Land Use,Grupo SYLVESTRIS SL,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS33,Kitambar Switching Fuel Project,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,Latin America,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Biomass, 
GS11721,The OASIS Box Sustainable Project ,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Other,BONDH-E-SHAMS,No,Clean Water,Clean Water
VCS2592,Hongya MSW landfill site biogas power generation project,AMS-I.D.;AMS-III.G.,AMS-I.D. Grid connected renewable electricity generation;AMS-III.G. Landfill methane recovery,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane,Landfill Methane
CAR1644,Proyecto de Captura de Carbono Forestal Ejido Bocoyna,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,BRET Consultores,No,Improved Forest Management,Improved Forest Management
VCS4367,Zhenyuan Swine Farm AWMS GHG Mitigation Project,ACM0010,"ACM0010 GHG emission reductions from manure management systems
",Asia,VCS,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",Multiple Proponents,No,Manure Methane Digester, 
VCS1960,Northern Great Plains Regenerative Grazing Project,VM0026,VM0026 Methodology for Sustainable Grassland Management (SGM),North America,VCS,Agriculture Forestry and Other Land Use,"Native, a Public Benefit Corporation",No,Sustainable Grassland Management,Sustainable Grassland Management
GS11273,Improved Cookstove and Safe Water Programme – Nigeria – VPA 15,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,Impact Carbon,No,Clean Water,Clean Water
VCS1403,"The Paraguay Forest Conservation Project – Reduction of GHG Emissions from Deforestation and Forest Degradation in the Parana Atlantic Ecosystem – Forest Protection in the La Amistad Community, San Rafael",VM0007,VM0007 REDD+ Methodology Framework (REDD-MF),Latin America,VCS,Agriculture Forestry and Other Land Use,Swire Pacific Offshore Operations (Pte) Ltd. (SPO),No,REDD+, 
VCS1072,Cepco Wind Power Project in Rajasthan,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Wind,Wind
VCS3664,Huinan County Afforestation Project,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,"Jinyongli Carbon Oxygen Technology (Jilin) Co., Ltd.",No,Afforestation/Reforestation,Afforestation/Reforestation
VCS2894,Adjusted Water Management in Rice Cultivation In Xinzhou District,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Wuhan Haimingsen Environmental Protection Technology Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
GS824,Shimba Hills Improved Cook Stoves,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Cookstoves, 
VCS642,West Star North Dairy,AMS-III.Y,AMS-III.Y. Methane avoidance through separation of solids from wastewater or manure treatment systems,North America,VCS,"Livestock, enteric fermentation, and manure management",West Star North Dairy,No,Solid Waste Separation,Solid Waste Separation
GS7697,GS1366 VPA 33 Coastal Kenya Borehole Rehabilitation Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
GS12426,GS1340 - Efficient cookstoves in Burkina Faso – VPA- 62 – F3PA tiipaalga Bazega ,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves,Cookstoves
GS4677,Project Gaia Cook Stove Programme of Activities CPA0003 Ethiopia,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,GOLD,"Biomass, or Liquid Biofuel - Heat",Project Gaia,No,Cookstoves,Biomass
VCS1021,Grid Connected Wind Power Project by M/s. D. J. Malpani in Rajasthan,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),M/s D. J. Malpani,No,Wind,Wind
VCS1971,SAKAL SOLAR FARM,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Africa,VCS,Energy industries (renewable/non-renewable sources),AERA Group,No,Solar - Centralized, 
VCS986,"Kumköy Hydroelectric Power Plant, Samsun",ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,VCS,Energy industries (renewable/non-renewable sources),ENTEK ELEKTRIK URETIMI ANONIM SIRKETI,No,Hydropower,Hydropower
VCS874,High Capacity Segregated Corridor (COSAC I),AM0031,AM0031 Bus rapid transit projects,Latin America,VCS,Transport,Metropolitan Institute  PROTRANSPORTE of Lima,No,Mass Transit,Mass Transit
VCS2751,"MOOH COOPERATIVE GROUPED PROJECT, Reduction of methane emissions in the Swiss dairy sector",VM0041,VM0041 Methodology for the Reduction of Enteric Methane Emissions from Ruminants through the Use of Feed Ingredients,Europe,VCS,"Livestock, enteric fermentation, and manure management",Mooh Cooperative,No,Feed Additives,Feed Additives
VCS4794,Leiyang Hexi Animal Manure Composting Project,AMS-I.D.;AMS-III.F.;AMS-III.Y,AMS-I.D. Grid connected renewable electricity generation;AMS-III.F. Avoidance of methane emissions through composting;AMS-III.Y. Methane avoidance through separation of solids from wastewater or manure treatment systems,Asia,VCS,Waste handling and disposal,"Leiyang Cailun Contemporary Agricultural Science and Technology Park Development Co., Ltd.",No,Composting, 
GS10741,GS5047 VPA48 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project II,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Cookstoves, 
VCS195,"8.3 MW Wind Electricity Generation Project by Parakh Agro Industries Limited in Dhule, Maharashtra",AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Parakh Agro Industries Ltd.,No,Wind,Wind
GS4233,Improved Cookstove Program in Lao PDR,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,ASSOCIATION FOR RURAL MOBILISATION AND IMPROVEMENT (ARMI),No,Cookstoves, 
VCS2986,ANATOLIA LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,AMS-I.D.;AMS-III.G.;AMS-III.AO.,AMS-I.D. Grid connected renewable electricity generation;AMS-III.G. Landfill methane recovery;AMS-III.AO. Methane recovery through controlled anaerobic digestion,Middle East,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Multiple Proponents,No,Landfill Methane,Landfill Methane
VCS4855,Improved Agriculture Land Management in Argentina,VM0042,VM0042 Methodology for Improved Agricultural Land Management,Latin America,VCS,Agriculture Forestry and Other Land Use,Vista Energy Argentina SAU,No,Sustainable Agriculture, 
VCS3167,"AGRICULTURAL LAND MANAGEMENT PROJECT IN BARWANI DISTRICT  (MADHYA PRADESH), INDIA BY GODREJ AGROVET LTD",VM0017,VM0017 Adoption of Sustainable Agricultural Land Management,Asia,VCS,Agriculture Forestry and Other Land Use,Godrej Agrovet Limited,No,Sustainable Agriculture,Sustainable Agriculture
VCS3127,Guangxi Cenxi IFM (conversion  of  logged  to  protected  forest)  Project,VM0010,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Asia,VCS,Agriculture Forestry and Other Land Use,"Cenxi Rural Investment Co ., Ltd",No,Improved Forest Management,Improved Forest Management
VCS2262,REDD+ Yaguara Llanos del Yari,VM0015,VM0015 Methodology for Avoided Unplanned Deforestation,Latin America,VCS,Agriculture Forestry and Other Land Use,CUESTA Y ASOCIADOS SAS,No,REDD+, 
VCS1046,PORTLAND POZZOLANA AND LIMESTONE “BLENDED CEMENT” AT LAFARGE CEMENT SYRIA,ACM0005,ACM0005 Increasing the blend in cement production,Middle East,VCS,Manufacturing industries,Lafarge Cement Syria,No,Energy Efficiency, 
GS12070,Marsoft/ClimeCo Programme for Retrofit Energy Efficiency Measures in Shipping,GS Retrofit Energy Efficiency Measures in Shipping,GS Retrofit Energy Efficiency Measures in Shipping, ,GOLD,Energy Efficiency - Transport Sector,ClimeCo Blue LLC,No,Shipping,Shipping
CAR412,Green Meadow Farm,CAR U.S. Livestock Protocol,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,CAR,Livestock Gas Capture/Combustion,"Camco International Group, Inc.",Early Action,Manure Methane Digester,Manure Methane Digester
GS12125,GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA018,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Greenway Grameen Infra Private Limited,No,Cookstoves, 
VCS4692,GUANGZHOU EASTERN SOLID RESOURCE RECYCLING CENTER FOOD WASTE TREATMENT PHASE II PROJECT,ACM0022,ACM0022 Alternative waste treatment processes,Asia,VCS,Waste handling and disposal,"Grandtop  Fushan  Environmental  Protection  Energy  Co., Ltd.",No,Waste Diversion, 
VCS100,Boiler fuel conversion from Furnace Oil to Bagasse at Biltube Core Boards Ltd,AMS-III.B.,AMS-III.B. Switching fossil fuels,Asia,VCS,Energy industries (renewable/non-renewable sources),JPMorgan Ventures Energy Corporation,No,Biomass, 
GS12514,GS10789 GS 10790 RVPA-54: Efficient and Clean Cooking for households in Somalia,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Burn Manufacturing Co.,No,Cookstoves, 
VCS2945,Global Cookstove Program (EKI Phase 07),VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,EKI Energy Services Limited,No,Cookstoves, 
GS11736,CTR São Gonçalo landfill gas project ,ACM0001,ACM0001 Flaring or use of landfill gas, ,GOLD,Other,ORIZON VALORIZACAO DE RESIDUOS S.A,No,Landfill Methane,Landfill Methane
GS12303,GS12070 VPA-2 Marsoft/ClimeCo Energy Efficiency Shipping Retrofits,GS Retrofit Energy Efficiency Measures in Shipping,GS Retrofit Energy Efficiency Measures in Shipping, ,GOLD,Energy Efficiency - Transport Sector,ClimeCo Blue LLC,No,Shipping,Shipping
GS4822,Barroso 20MW hydroelectric project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,"Small, Low - Impact Hydro",Environmental Business and Technologies Ltda',No,Hydropower,Hydropower
CAR1861,RuAnn Dairy Methane Reduction Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,CAR,Livestock - ARB Compliance,"3Degrees Group, Inc",No,Manure Methane Digester,Manure Methane Digester
GS11743,Rai Matak Covalima Community Forestry Program,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration, ,GOLD,A/R,xPand Foundation,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS2668,Suzhou Landfill in Anhui Province Gas Utilization Project,ACM0001,ACM0001 Flaring or use of landfill gas,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane,Landfill Methane
VCS1519,"Satara Wind Power Project in Maharashtra, India",ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),NSL Wind Power Company (Satara) Pvt. Ltd.,No,Wind,Wind
GS11935,GS11934 VPA-1 Promoting sustainable use of biomass energy resources in targeted communities,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Value Network Venture Advisory Services Pte. Ltd.,No,Cookstoves,Cookstoves
CAR1853,Proyecto Forestal de Captura de Carbono Ejido Llano Blanco,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,Juan Carlos Leyva Reyes,No,Improved Forest Management,Improved Forest Management
VCS1069,"8 MW bundled wind power project, proposed by Ghodawat Industries (India) Pvt. Ltd.",AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Ghodawat Industries (I) Pvt.Ltd.,No,Wind,Wind
GS828,Amayo Phase II Wind Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Martin Schaffer,No,Wind,Wind
ACR883,HMMC1,ARB Compliance Offset Protocol: Mine Methane Capture Projects,ARB Compliance Offset Protocol: Mine Methane Capture Projects, ,ACR,Coal Mine Methane,Environmental Commodities Corporation,Compliance,Mine Methane Capture,Mine Methane Capture
VCS3834,DelAgua Clean Cooking Grouped Project in Burundi,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Africa,VCS,Energy demand,DelAgua Health Rwanda (Voluntary) Limited,No,Cookstoves, 
ACR922,Double Bar IFM,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands, ,ACR,Forest Carbon,Terra Verde Inc,No,Improved Forest Management,Improved Forest Management
GS5643,Orb Energy Solar Program in India - VPA03,AMS-II.C.,AMS-II.C. Demand-side energy efficiency activities for specific technologies, ,GOLD,Solar Thermal - Electricity,Orb Energy Private Limited,No,Solar - Distributed, 
VCS105,Maoshaping Hydro Power Project,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),"Yangbi Heihuijiang Electric Power Development Co.,",No,Hydropower,Hydropower
VCS3471,ZhiTong Water Management with Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Harbin Beigen Technology Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
GS11408,Solar systems for small businesses and households – CPA01,AMS-I.A.,AMS-I.A. Electricity generation by the user, ,GOLD,Other,Access to Energy gGmbH (A2EI),No,Solar - Distributed, 
VCS4301,KSM Forest Carbon Project.,VM0034,VM0034 Canadian Forest Carbon Offset Methodology,North America,VCS,Agriculture Forestry and Other Land Use,"Kluthe Sustainability Management, Ltd",No,Improved Forest Management, 
GS580,Kozbeyli 30 MW Wind Farm Project Turkey,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Cagla Balci Eris,No,Wind,Wind
GS12097,Elston Farm 0001,Soil Organic Carbon Framework Methodology,VMD0021 Estimation of Stocks in the Soil Carbon Pool, ,GOLD,Other,SUB 51,No,Sustainable Agriculture, 
GS11878,GS11877 GS11876 Improved Cookstove Distribution Across Rural Parts of India- RVPA 01,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Value Network Venture Advisory Services Pte. Ltd.,No,Cookstoves,Cookstoves
VCS2040,Vinh Hao 6 Solar Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Vinh Hao 6 Power Limited Liability Company,No,Solar - Centralized, 
VCS1484,"Grouped Hydro Power Project near Shanag Village in District Kullu of Himachal Pradesh, India",AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Kalima Hydro Power Private Limited,No,Hydropower,Hydropower
GS11558,Yandun 8C Wind Farm Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Profit Carbon Environmental Energy Technology (Shanghai) Co. Ltd.,No,Wind,Wind
VCS1282,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN ALLAPPUZHA,AMS-II.J.,AMS-II.J. Demand-side activities for efficient lighting technologies,Asia,VCS,Energy demand,Energy Management Centre - Kerala,No,Lighting, 
GS1737,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-045,AMS-I.I.,AMS-I.I. Biogas/biomass thermal applications for households/small users, ,GOLD,Biogas - Heat,Chengdu Oasis Science & Technology Co Ltd,No,Biodigesters, 
VCS4924,Longido and Monduli Rangelands Carbon Project,VM0032,VM0032 Methodology for the Adoption of Sustainable Grasslands through Adjustment of Fire and Grazing,Africa,VCS,Agriculture Forestry and Other Land Use,Soils for the Future Tanzania,No,Sustainable Grassland Management,Sustainable Grassland Management
