project_id,project_name,methodology,region,voluntary_registry,project_type_from_the_registry,project_developer,arb_wa_project,project_type
GS10915,Up Energy Improved Cookstoves Programme Uganda – CPA No 017,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves
GS10917,Up Energy Improved Cookstoves Programme Uganda – CPA No 019,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves
GS10918,Up Energy Improved Cookstoves Programme Uganda – CPA No 020,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves
GS10919,Up Energy Improved Cookstoves Programme Uganda – CPA No 021,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves
GS10920,Up Energy Improved Cookstoves Programme Uganda – CPA No 022,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves
GS10921,Up Energy Improved Cookstoves Programme Uganda – CPA No 023,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves
GS10922,GS1340 - Efficient cookstoves in Burkina Faso – tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-18,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves
GS10923,GS1340 - Efficient cookstoves in Burkina Faso – tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-19,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves
GS10924,GS1340 - Efficient cookstoves in Burkina Faso – tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-20,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves
GS10925,GS1340 - Efficient cookstoves in Burkina Faso – tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-21,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves
GS10926,GS1340 - Efficient cookstoves in Burkina Faso – tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-22,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves
GS10927,GS1340 - Efficient cookstoves in Burkina Faso – tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-23,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves
GS10928,GS1340 - Efficient cookstoves in Burkina Faso – tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-24,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves
GS10961,Hoa Thang 1.2 Wind Power Project,ACM0002 Grid-connected electricity generation from renewable sources,South-Eastern Asia,GS,Wind,Swiss Carbon Value Ltd.,No,Wind
GS10962,Alternate Wetting and Drying Rice Cultivation in Maharashtra India,"CDM METHODOLOGY - AMS-III.AU ""METHANE EMISSION REDUCTION BY ADJUSTED WATER MANAGEMENT PRACTICE IN RICE CULTIVATION",Southern Asia,GS,Other,Value Network Venture Advisory Services Pte. Ltd.,No,Rice Emission Reductions
GS10963,Social and Climate Impact Programme,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,International,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Bundled Energy Efficiency
GS10964,GS5047 VPA53 African Improved Cookstoves and Clean Water Programme: Busaga Natural Mountain Forest Cookstove Project I,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS10966,GS5047 VPA55 African Improved Cookstoves and Clean Water Programme: Busaga Natural Mountain Forest Cookstove Project III,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS10967,Community Carbon Efficient Cooking Programme-VPA1,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Community Carbon,No,Cookstoves
GS10968,Community Carbon Safe Water Drinking Programme-VPA2,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Community Carbon,No,Clean Water
GS10969,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-3,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves
GS10970,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-4,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves
GS10971,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-5,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Latin America and the Caribbean,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves
GS10972,Little Sun Energy and Improved Living Programme of Activity: VPA 1,AMS-I.A. Electricity generation by the user,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Carbonbay GmbH & Co. KG,No,Bundled Energy Efficiency
GS10974,"Improved Cooking Stoves in Bangladesh – CPA No.12 ""SZ Consultancy Services Ltd.""",AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Southern Asia,GS,Energy Efficiency - Domestic,Bangladesh Bondhu Foundation,No,Cookstoves
GS10975,Hoa Binh 1 – Phase 2 Wind Power Project,ACM0002 Grid-connected electricity generation from renewable sources,South-Eastern Asia,GS,Wind,Swiss Carbon Value Ltd.,No,Wind
GS10976,"Improved Cooking Stoves in Bangladesh – CPA No.13 ""SZ Consultancy Services Ltd.""",AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Southern Asia,GS,Energy Efficiency - Domestic,Bangladesh Bondhu Foundation,No,Cookstoves
GS10977,"Improved Cooking Stoves in Bangladesh – CPA No.14 ""SZ Consultancy Services Ltd.""",AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Southern Asia,GS,Energy Efficiency - Domestic,Bangladesh Bondhu Foundation,No,Cookstoves
GS10978,"Improved Cooking Stoves in Bangladesh – CPA No.15 ""SZ Consultancy Services Ltd.""",AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Southern Asia,GS,Energy Efficiency - Domestic,Bangladesh Bondhu Foundation,No,Cookstoves
GS10979,"Improved Cooking Stoves in Bangladesh – CPA No.16 ""SZ Consultancy Services Ltd.""",AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Southern Asia,GS,Energy Efficiency - Domestic,Bangladesh Bondhu Foundation,No,Cookstoves
GS10980,"Improved Cooking Stoves in Bangladesh – CPA No.17 ""SZ Consultancy Services Ltd.""",AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Southern Asia,GS,Energy Efficiency - Domestic,Bangladesh Bondhu Foundation,No,Cookstoves
GS10982,"Improved Cooking Stoves in Bangladesh – CPA No.19 ""SZ Consultancy Services Ltd.""",AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Southern Asia,GS,Energy Efficiency - Domestic,Bangladesh Bondhu Foundation,No,Cookstoves
GS10984,GS5047 VPA56 African Improved Cookstoves and Clean Water Programme: Busaga Natural Mountain Forest Cookstove Project IV,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS10986,GS5047 VPA58 African Improved Cookstoves and Clean Water Programme: Busaga Natural Mountain Forest Cookstove Project VI,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS10987,GivePower Kenya Solar Water Farms,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS10988,GS5658 VPA 31: Improved Cookstoves for Environmental Conservation in Southern Ethiopia,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Carbonsink (Carbonsink Group S.r.l.),No,Cookstoves
GS10989,GS5658 VPA 32: Improved Cookstoves for Environmental Conservation in Southern Ethiopia,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Carbonsink (Carbonsink Group S.r.l.),No,Cookstoves
GS10990,GS5047 VPA59 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project IV,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS10991,GS5047 VPA60 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project V,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS10992,GS5047 VPA61 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project VI,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS10994,GS5047 VPA63 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project VIII,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS10995,GS5047 VPA64 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project IX,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS10996,GS5047 VPA65 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project X,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS10997,GS5047 VPA66 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project XI,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS10999,GS5047 VPA68 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project XIII,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11000,GS5047 VPA69 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project XIV,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Cookstoves
GS11001,GS5047 VPA70 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project XV,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11002,GS5047 VPA71 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project XVI,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11003,GS5047 VPA72 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project XVII,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11004,GS5047 VPA73 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project XVIII,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11005,GS5047 VPA74 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project XIX,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11006,GS5047 VPA75 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project XX,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11007,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-6 by UpEnergy Group,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves
GS11008,UpEnergy-Social and Climate Impact Programme- Water filtration Devices VPA-7 by UpEnergy Group,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Southern Asia,GS,Energy Efficiency - Domestic,UpEnergy Group,No,Clean Water
GS11009,TASC Clean Cooking PoA,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,THE AFRICAN STOVE COMPANY LIMITED,No,Cookstoves
GS11010,GS7591 VPA 37 Zambia Western Province Safe Water Project,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11011,GS7591 VPA 38 Zambia Western Province Safe Water Project,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11012,GS5047 VPA76 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project IV,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11013,GS5047 VPA77 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project V,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11014,GS5047 VPA78 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project VI,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11015,GS5047 VPA79 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project VII,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11016,GS5047 VPA80 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project VIII,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11017,GS5047 VPA81 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project IX,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11019,GS5047 VPA83 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project XI,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11021,GS5047 VPA85 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project XIII,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11022,GS5047 VPA86 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project XIV,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11023,GS5047 VPA87 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project XV,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11024,GS5047 VPA89 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project XVI,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11027,GS5047 VPA92 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project XIX,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11028,GS5047 VPA93 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project XX,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11029,GS5658 VPA 33: Access to energy for local development and women's empowerment in Cabo Delgado Province Mozambique,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Carbonsink (Carbonsink Group S.r.l.),No,Cookstoves
GS11030,GS7591 VPA 38 Malawi Community Safe Water Project,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11031,GS7591 VPA 39 Malawi Community Safe Water Project,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11032,GS7591 VPA 40 Rwanda Community Safe Water Project,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11034,GS7591 VPA 42 Uganda Community Safe Water Project,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11041,"GS5658 VPA 34: ""Access to energy for local development and resilience building in Uganda""",GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Carbonsink (Carbonsink Group S.r.l.),No,Cookstoves
GS11042,"GS5658 VPA 35: ""Access to energy for local development and resilience building in Uganda""",GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Carbonsink (Carbonsink Group S.r.l.),No,Cookstoves
GS11044,"GS5658 VPA 37: ""Access to energy for local development and resilience building in Uganda""",GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Carbonsink (Carbonsink Group S.r.l.),No,Cookstoves
GS11046,GS1247 VPA 266 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11047,GS1247 VPA 267 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11048,GS1247 VPA 268 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11049,GS1247 VPA 269 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11050,GS1247 VPA 270 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11051,GS1247 VPA 271 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11053,GS1247 VPA 272 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11054,GS1247 VPA 273 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11055,GS1247 VPA 274 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11057,GS1247 VPA 276 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11060,GS1247 VPA 279 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11062,GS1247 VPA 281 Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11063,GS1247 VPA 282 Malawi Safe Water Project,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11065,GS1247 VPA 284 Malawi Safe Water Project,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11068,Enlightening lives by propagating Household biogas projects in India,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,Southern Asia,GS,Biogas - Heat,First Climate Markets AG,No,Biodigesters
GS11071,GS1340 Efficient cookstoves in Burkina Faso – VPA-26 – Solidagro F3PA cookstoves in Passoré,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2logic,No,Cookstoves
GS11072,GS1340 Efficient cookstoves in Burkina Faso – VPA-27 – Solidagro F3PA cookstoves in Passoré,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2logic,No,Cookstoves
GS11074,GS1340 Efficient cookstoves in Burkina Faso - VPA-29 - Improved Cookstove F3PA project in Nahouri,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves
GS11076,GS5047 VPA94 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project IV,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11077,GS5047 VPA95 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project V,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11078,GS5047 VPA96 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project VI,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11079,GS5047 VPA97 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project VII,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
