project_id,project_name,methodologyorprotocol,fully_harmonized_methodologyorprotocol,region,voluntary_registry,type_from_registry,project_developer,arborwa_project,type,rule-based_type_mapping_first
GS3094,Usak Landfill Gas to Electricty Project Turkey, , , ,GOLD,Biogas - Electricity,Life Iklim ve Enerji Ltd. Sti.,No,Landfill Methane, 
VCS67,Ratchaburi Farms Biogas Project at SPM Farm,AMS-I.D.;AMS-III.D.,AMS-I.D. Grid connected renewable electricity generation;AMS-III.D. Methane recovery in animal manure management systems,Asia,VCS,Energy industries (renewable/non-renewable sources),"SPM Feedmill Co., Ltd.",No,Manure Methane Digester, 
VCS4847,Timor-Leste Mangrove Restoration Project,VM0033,VM0033 Methodology for Tidal Wetland and Seagrass Restoration,Asia,VCS,Agriculture Forestry and Other Land Use,SK Forest,No,Wetland Restoration,Wetland Restoration
VCS202,Bom Jesus Ceramic Fuel Switching Project,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Biomass, 
VCS3588,Agro Forestry01,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS152,Ningxia Tianjing 50.25MW Wind-farm Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Ningxia Tianjing Wind Power Generation Electricity,No,Wind,Wind
VCS3158,Distribution of energy efficient cookstoves in India-2,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,Greneity Infocom Service Pvt Ltd,No,Cookstoves, 
VCS1546,Usak Wind Power Plant,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Aydem Yenilenebilir Enerji A.Ş.,No,Wind,Wind
GS11926,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 26,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Hestian Innovation,No,Cookstoves, 
GS5635,GS4424 VPA3 African Cookstoves and Water Programme,Not provided,Not provided, ,GOLD,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Cookstoves, 
GS861,Maren Geothermal Power Plant,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Geothermal,FutureCamp Climate GmbH,No,Geothermal,Geothermal
GS11009,TASC Clean Cooking PoA,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,THE AFRICAN STOVE COMPANY LIMITED,No,Cookstoves, 
VCS4652,The New Zealand Transitional Afforestation Project,Methodology Under Development,Methodology Under Development,Oceania,VCS,Agriculture Forestry and Other Land Use,New Zealand Forestry Removals Limited,No,Afforestation/Reforestation, 
GS12591,Clean cooking: Fuel switching to avoid deforestation,Methodology for Metered & Measured Energy Cooking Devices,GS Methodology for Metered and Measured Energy Cooking Devices, ,GOLD,Energy Efficiency - Domestic,Rashal Energies Limited,No,Cookstoves,Cookstoves
GS3518,GS1340 Efficient cookstoves in Burkina Faso - VPA-04 - tiipaalga F3PA cookstoves in Bam and Loroum,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves,Cookstoves
VCS2310,Anhuang Afforestation Project,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",No,Afforestation/Reforestation,Afforestation/Reforestation
VCS530,Zhumadian Zhongyuan Gas-Steam Combined Cycle Power Project in Henan China,AM0029,AM0029 Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas,Asia,VCS,Energy industries (renewable/non-renewable sources),Henan Zhongyuan Gas Power Company Ltd.,No,Natural Gas Electricity Generation,Natural Gas Electricity Generation
GS11003,GS5047 VPA72 African Improved Cookstoves and Clean Water Programme: Ibanda – Makera Forest Cook Stove Project XVII,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency, 
VCS279,Pingyuan Tongli WHR Project,ACM0012,ACM0012 Waste energy recovery, ,VCS,Energy industries (renewable/non-renewable sources),"Xinxiang Pingyuan Tongli Cement Co., Ltd",No,Waste Heat Recovery,Waste Heat Recovery
VCS1090,Solar PV power project by Roha Dyechem Pvt.  Ltd. (EKIESL.CDM.Aug-11-02),ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Roha Dyechem Private Limited,No,Solar - Centralized, 
VCS1442,"Grid connected clean energy project in Jamnagar, Gujarat",AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Vish Wind Infrastructure LLP,No,RE Bundled, 
VCS4663,SMG - Cookstove Program 22,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,Shri Maa Marketing Private Limited,No,Cookstoves, 
GS11447,Water and Climate VPA #1 – Madhya Pradesh India,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,CARBON IMPACT CAPITAL PTE. LTD.,No,Clean Water,Clean Water
GS343,*4.5 MW Biomass (low density Crop Residues) based Power Generation unit of Malavalli Power Plant Pvt Ltd. (300011),AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,"Biomass, or Liquid Biofuel - Electricity",South Pole Carbon Asset Management Ltd.,No,Biomass,Biomass
VCS3870,Yangxiang AWMS GHG Mitigation Project in Henan Province,AMS-III.D.;AMS-III.F.,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,Asia,VCS,Waste handling and disposal,"Henan Yangxiang Breeding Co., Ltd",No,Manure Methane Digester, 
GS5832,Nam Kap Hydropower Project,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,"Small, Low - Impact Hydro",Swiss Carbon Assets Ltd.,No,Hydropower,Hydropower
VCS300,"Positive Climate Care 2.5 MW Grid connected Wind Power Project Activity by Ms. Aishwarya Rai in the state of Maharashtra, India",AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Aishwarya Rai,No,Wind,Wind
GS11176,GS1247 VPA 303 - Togo Safe Water,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
GS7523,GS1366 VPA 26 Kilifi Borehole Rehabilitation Project ,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
VCS3426,Zhuti Water Management with Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
VCS1951,HUANENG CHANGTU TAIPING WIND FARM PROJECT,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,VCS,Energy industries (renewable/non-renewable sources),"Huaneng Changtu Wind Power Co., Ltd.",No,Wind,Wind
ACR395,Finite Carbon - MWF Ned Lake IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,Molpus Woodlands Group,Compliance,Improved Forest Management, 
CAR1386,Tiger 2019,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management,Improved Forest Management
GS3588,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-074,AMS-I.I.,AMS-I.I. Biogas/biomass thermal applications for households/small users, ,GOLD,Biogas - Heat,Chengdu Oasis Science & Technology Co Ltd,No,Biodigesters, 
GS3030,Environmental Conservation Trust of Uganda (ECOTRUST) CPA  No.1,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,GOLD,Energy Efficiency - Domestic,Uganda Carbon Bureau,No,Cookstoves, 
VCS2362,Adjusted Water Management in Rice Cultivation in Tongcheng City,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Hefei Luyu Agricultural Technology Co., Ltd",No,Rice Emission Reductions,Rice Emission Reductions
ACR457,Foam Blowing Agent Project 001E,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,ACR Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use, ,ACR,Industrial Process Emissions,297,No,HFC Replacement in Foam Production,HFC Replacement in Foam Production
GS3264,VisionsWald - VisionForest ,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration, ,GOLD,A/R,Querdenker GmbH,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS1772,Solar and Wind Power Project by NTPC Limited,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),NTPC GREEN ENERGY LIMITED,No,RE Bundled,Wind
GS12397,Improved Cookstove and Safe Water Programme – Nigeria - VPA 81,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,Impact Carbon,No,Clean Water,Clean Water
VCS2000,K.R.S. THREE IN THAILAND,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),"KRS Three Co., Ltd",No,Wind, 
VCS57,Waste Biomass Utilization at JSC Arkhangelsk Pulp and Paper Mill (APPM),ACM0006,ACM0006 Electricity and heat generation from biomass, ,VCS,Waste handling and disposal,Arkhangelsk Pulp and Paper Mill,No,Biomass,Biomass
CAR697,Virginia Conservation Forestry Program - Tazewell - Elk Garden,CAR U.S. Forest Protocol,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management,The Nature Conservancy,Early Action,Improved Forest Management,Improved Forest Management
GS11611,Top Third Ventures Stove Programme CPA KE0005 – BURN Efficient Cookstoves for Kenya supported by Republic of Korea,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Burn Manufacturing Co.,No,Cookstoves, 
GS3590,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-076,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,Biogas - Heat,Chengdu Oasis Science & Technology Co Ltd,No,Biodigesters, 
VCS2426,Distribution of improved cook stove- phase V,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Asia,VCS,Energy demand,G K Energy Marketers Pvt. Ltd,No,Cookstoves, 
VCS3017,Jiangsu REO-ECO PET RECYCLING PROJECT,AMS-III.AJ.,AMS-III.AJ. Recovery and recycling of materials from solid wastes,Asia,VCS,Waste handling and disposal,"Jiangsu REO-ECO New Material Tech Co., Ltd",No,Waste Recycling,Waste Recycling
GS6189,GS5047 VPA21 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project I,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Community Boreholes, 
VCS4917,Solar Power Project by Dalmia Cement in Assam,AM0123,AM0123 Renewable energy generation for captive use,Asia,VCS,Energy industries (renewable/non-renewable sources),EKI Energy Services Limited,No,Solar - Distributed, 
VCS1507,Monte Rosa Bagasse Cogeneration - CER Conversion,ACM0002;ACM0006,ACM0002 Grid-connected electricity generation from renewable sources;ACM0006 Electricity and heat generation from biomass,Latin America,VCS,Energy industries (renewable/non-renewable sources),Credits transferred from approved GHG program,No,Biomass,Biomass
VCS219,"Lealena 1, Utilization of Coal-Mine-Methane", , , ,VCS,Mining/mineral production,Carbon-TF B.V.,No,Mine Methane Capture,Mine Methane Capture
VCS3891,Enteric fermentation emissions' reduction program of Uruguay,VM0041,VM0041 Methodology for the Reduction of Enteric Methane Emissions from Ruminants through the Use of Feed Ingredients,Latin America,VCS,"Livestock, enteric fermentation, and manure management",Vetos Europe,No,Feed Additives,Feed Additives
CAR620,Upper Piedmont Landfill,CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,"Republic Services of North Carolina, LLC",No,Landfill Methane,Landfill Methane
VCS1907,"Üçpinar Wind Power Project, Turkey",ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Derbent Enerji Uretim Pazarlama Ithalat ve Ihracat A.S.,No,Wind,Wind
VCS890,Inner Mongolia Wengniute Banner Wudaogou Wind Power Project (II),ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,VCS,Energy industries (renewable/non-renewable sources),"Chifeng Xinsheng Wind Power Co., Ltd.",No,Wind,Wind
VCS129,10 MW biomass based power project of Ind Power Limited.,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Ind Power Limited,No,Biomass, 
GS411,Efficient Fuel Wood Stoves for Nigeria,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,atmosfair gGmbH,No,Cookstoves, 
GS7744,West Huaybong 2 wind farm project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Kosher Climate India Pvt Ltd,No,Wind,Wind
ACR628,Wolf Lands Forest Carbon Project,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands, ,ACR,Forest Carbon,334,No,Improved Forest Management,Improved Forest Management
VCS4555,Hunan Fufeng Composting Project,AMS-III.F.,AMS-III.F. Avoidance of methane emissions through composting,Asia,VCS,"Livestock, enteric fermentation, and manure management; Waste handling and disposal","Hunan Fufeng fertilizer Co., Ltd.",No,Composting, 
VCS3226,Padang Tikar Landscape,VM0007,VM0007 REDD+ Methodology Framework (REDD-MF),Asia,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,REDD+, 
GS11134,GS10959 VPA03 Safe Water Project in Rwanda III,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Guangzhou Iceberg Environmental Consulting Services Co. Ltd,No,Clean Water, 
CAR1888,Captura de Carbono en Bosques de Agua Bendita,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,SERVICIOS TECNICOS FORESTALES DE LA UNION DE EJIDOS EMILIANO ZAPATA SC,No,Improved Forest Management,Improved Forest Management
VCS775,Northeast Farm Separation Project – Phase 1,AMS-III.Y,AMS-III.Y. Methane avoidance through separation of solids from wastewater or manure treatment systems,North America,VCS,Waste handling and disposal,"Mercer Vu Farms, Inc.",No,Solid Waste Separation,Solid Waste Separation
CAR1188,Elk Creek,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management - ARB Compliance,"Mendocino Redwood Company, LLC",No,Improved Forest Management,Improved Forest Management
VCS684,Orange County Methane Recovery and Destruction Project,ACM0001,ACM0001 Flaring or use of landfill gas,North America,VCS,Waste handling and disposal,"MP Orange, LLC",No,Landfill Methane,Landfill Methane
VCS992,The Capture and Utilisation of Methane at the GFI Mining South Africa owned Beatrix Mine in South Africa,AM0064,AM0064 Capture and utilisation or destruction of mine methane (excluding coal mines) or non mine methane,Africa,VCS,Fugitive emissions from production and consumption of halocarbons and sulphur hexafluoride,Sibanye Gold Ltd,No,Mine Methane Capture, 
ACR932,Anew - Soterra Forestry Project,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands, ,ACR,Forest Carbon,Blue Source,No,Improved Forest Management,Improved Forest Management
GS11353,VPA - Spouts 7,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Believe Green LLC,No,Clean Water, 
VCS3000,Nankang District MSW Landfill Site LFG Recovery and Comprehensive Utilization Project,ACM0001,ACM0001 Flaring or use of landfill gas,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane,Landfill Methane
GS7713,GS1366 VPA 49 Coastal Kenya Borehole Rehabilitation Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
ACR741,Green Diamond Resource Company Thompson River IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,277,Compliance,Improved Forest Management, 
GS7584,GS1247 VPA 228 The Gambia Safe Water,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
GS3905,Sustainable Development with Improved Cook Stoves in Burkina Faso- VPA 1 - Improved Dolo Stove in the Boucle du Mouhoun Region,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Commercial Sector,SNV-BF,No,Cookstoves, 
ACR179,Wabashco Clean Sweep I,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,ACR,Ozone Depleting Substances,"Wabashco, LLC",Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
VCS2026,Allain Duhangan Hydroelectric Project (ADHP),ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),AD Hydro Power Limited,No,Hydropower,Hydropower
CAR925,Edgecombe County Landfill Gas Project,CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,"Blue Source, LLC",No,Landfill Methane,Landfill Methane
VCS1087,Weatherization of single and multi-family dwellings in Virginia,VM0008,VM0008 Weatherization of Single-Family and Multi-Family Buildings,North America,VCS,Energy distribution,Local Energy Alliance Partnership (LEAP),No,Weatherization,Weatherization
VCS120,Aydin Salavatli Dora-1 Geothermal Power Plant,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Middle East,VCS,Energy industries (renewable/non-renewable sources),Menderes Geothermal Elektrik Uretim A.S,No,Geothermal,Geothermal
ACR360,Finite Carbon - Ahtna Native Alaskan IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,"Ahtna, Incorporated",Compliance,Improved Forest Management, 
VCS3161,Displacement of firewood by household biogas stoves in India,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,Asia,VCS,Energy industries (renewable/non-renewable sources),Greneity Infocom Service Pvt Ltd,No,Biodigesters, 
GS6349,GS1247 VPA 139 Lango Safe Water Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
GS455,*Ningxia Yinyi 49.50MW Wind-farm Project_preCDM VERs,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,ClimateCare Limited,No,Wind,Wind
GS10901,Up Energy Improved Cookstoves Programme Uganda – CPA No 003,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves, 
VCS2671,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Thanh Hoa Province – CPA 009,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Asia,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves, 
VCS4335,Grouped Commercial Electric Vehicles Project of Intelligent Link,AMS-III.C.,AMS-III.C. Emission reductions by electric and hybrid vehicles,Asia,VCS,Transport,"Zhejiang Green Intelligent Link Co., Ltd.",No,Electric Vehicles & Charging, 
GS906,Canakkale WPP,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Enerjisa Enerji Uretim A.S.,No,Wind,Wind
VCS2479,Mahogany Plantation in India,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,Mahogani Vishwa Agro Pvt Ltd,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS1251,Fuel Efficient Stoves in Zambia CPA 1,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Africa,VCS,Energy demand,3 Rocks Limited,No,Cookstoves, 
VCS1060,Bethlehem Authority Improved Forest Management Project,VM0003,VM0003 Methodology for Improved Forest Management through Extension of Rotation Age,North America,VCS,Agriculture Forestry and Other Land Use,Bethlehem Authority,No,Improved Forest Management,Improved Forest Management
ACR456,Bluesource - Kootznoowoo Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,Blue Source,No,Improved Forest Management, 
VCS4310,Household Energy Efficiency Programme in East India,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,C-Quest Capital SG India Holdings Private Limited,No,Cookstoves, 
CAR1452,Captura de carbono forestal en el Ejido San Mateo,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,TERRITORIOS RURALES SOSTENIBLES AC,No,Improved Forest Management,Improved Forest Management
GS5314,GS5304 MKOPA Solar Lighting Programme of Activities - Kenya VPA 1,AMS-III.AR.,AMS-III.AR. Substituting fossil fuel based lighting with LED/CFL lighting systems, ,GOLD,Solar Thermal - Electricity,Natural Capital Partners,No,Solar Lighting,Solar Lighting
GS1190,Hasanbeyli 50 MW WPP Turkey,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,İltek Enerji Yatırım Sanayi ve Ticaret A.Ş.,No,Wind,Wind
GS12326,Bundled Wind Power Project by EKI Energy Services Limited (EKIESL-CDM.April-13-02),AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,Wind,EKI Energy Services Limited,No,Wind,Wind
GS338,*Te Apiti Wind Farm, , , ,GOLD,Wind,Meridian Energy Ltd,No,Wind,Wind
ACR200,Brush Creek,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Compliance,Improved Forest Management, 
VCS1468,Northern Kenya Grassland Carbon Project,VM0032,VM0032 Methodology for the Adoption of Sustainable Grasslands through Adjustment of Fire and Grazing,Africa,VCS,Agriculture Forestry and Other Land Use,Northern Rangelands Trust,No,Sustainable Grassland Management,Sustainable Grassland Management
VCS3102,Sipso Water Management with Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
GS7131,GS1366 VPA 9 Kilifi Borehole Rehabilitation Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
GS11019,GS5047 VPA83 African Improved Cookstoves and Clean Water Programme: Gishwati – Mukura Forest Conservation Project XI,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency, 
GS645,RESADIYE III HEPP ,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,"Small, Low - Impact Hydro",RESADIYE HAMZALI ELEKTRIK ÜRETIM SANAYI VE TICARET ANONIM SIRKETI,No,Hydropower,Hydropower
VCS3522,Global Cookstove Program (Phase 51),VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,EKI Energy Services Limited,No,Cookstoves, 
VCS3886,Hubei Badong IFM (conversion of logged to protected forest) Project,VM0010,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Asia,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Improved Forest Management,Improved Forest Management
GS7653,7 MW Bundled Hydro power project at Himachal Pradesh of Raajratna Energy Holdings Pvt. Ltd,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,"Small, Low - Impact Hydro",Infinite Environmental Solutions LLP,No,Hydropower,Hydropower
GS3080,GS1366 Micro Energy PoA VPA 4 Mogotio Improved Cookstoves Kenya,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,QK TS Pvt. Ltd.,No,Cookstoves, 
GS1345,Song Bung 6 Hydropower Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,"Small, Low - Impact Hydro",Vietnam Carbon Assets Ltd.,No,Hydropower,Hydropower
VCS404,Bundled Wind Power project in Tamil Nadu managed by Enercon India Limited  II,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Wind World (India) Ltd.,No,Wind,Wind
VCS3282,Solid Waste Management Project at Moradabad,ACM0022,ACM0022 Alternative waste treatment processes,Asia,VCS,Waste handling and disposal,HARI BHARI MORADABAD WASTE MANAGEMENT PRIVATE LIMITED,No,Biomass, 
GS12319,Project Sathya Improved Cookstoves and Livelihood,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CARBON IMPACT CAPITAL PTE. LTD.,No,Cookstoves, 
GS400,3.66 MW poultry litter based power generation project by Raus Power in India (300020),AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,Biogas - Electricity,South Pole Carbon Asset Management Ltd.,No,Manure Methane Digester, 
ACR465,Foam Blowing Agent Project 001I,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,ACR Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use, ,ACR,Industrial Process Emissions,297,No,HFC Replacement in Foam Production,HFC Replacement in Foam Production
